@RELATION SimpleBotHROM

@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
c,r,r,rr,7,7,A,6,3,2,22,0,full_house
c,rr,c,c,T,T,8,5,6,1,2,0,full_house
c,c,c,c,4,5,2,A,Q,1,2,0,high_card
c,r,rr,rr,K,4,Q,K,3,2,2,0,two_pairs
c,c,c,c,J,A,4,4,6,1,1,0,two_pairs
c,rr,rr,r,3,K,8,A,A,2,2,0,two_pairs
c,r,c,r,8,Q,3,4,J,2,3,3,one_pair
r,c,c,c,T,4,Q,6,7,2,3,3,high_card
c,c,c,c,6,5,9,J,8,2,22,0,one_pair
c,c,c,c,8,Q,2,2,4,2,22,0,one_pair
c,c,c,c,9,3,8,4,4,1,2,0,one_pair
c,c,c,c,3,7,J,Q,6,1,2,3,high_card
c,r,r,c,8,9,Q,Q,T,1,2,0,two_pairs
c,c,r,c,A,7,6,9,5,1,2,0,one_pair
c,c,c,c,Q,6,5,5,3,2,22,0,one_pair
c,rr,r,rr,Q,T,6,2,9,2,2,0,two_pairs
c,c,c,r,9,Q,K,J,7,2,22,3,flush
c,c,c,c,6,4,K,J,2,2,22,3,high_card
c,c,c,c,3,Q,8,A,A,1,1,0,one_pair
c,c,c,c,9,A,4,8,A,1,1,0,one_pair
c,r,r,c,A,A,J,9,6,1,2,0,one_pair
c,c,r,c,7,9,T,T,K,1,2,0,two_pairs
c,rr,r,c,6,2,2,9,3,2,22,3,two_pairs
r,c,r,r,8,K,2,9,T,1,2,0,one_pair
c,rr,c,r,6,7,Q,7,9,2,2,3,two_pairs
c,rr,c,rr,A,4,3,3,7,2,2,0,two_pairs
r,r,c,r,A,3,6,A,J,1,2,0,one_pair
c,r,r,c,3,2,2,K,8,2,22,3,two_pairs
c,c,c,c,2,9,6,K,Q,2,2,0,one_pair
c,rr,rr,rr,8,7,K,J,8,1,2,3,two_pairs
c,c,c,c,A,4,6,K,8,1,1,0,high_card
c,r,r,r,T,5,9,J,3,2,2,0,one_pair
c,c,c,c,A,Q,9,K,Q,1,1,0,one_pair
c,c,c,c,3,A,7,7,K,1,1,0,two_pairs
c,r,c,c,Q,Q,T,4,A,1,2,3,two_pairs
c,c,r,c,3,T,6,2,A,2,22,0,one_pair
c,c,r,c,5,2,Q,8,2,2,2,0,three_of_a_kind
c,r,c,c,9,A,7,T,6,1,2,0,high_card
c,r,r,rr,4,J,T,Q,Q,1,1,0,two_pairs
c,r,rr,r,A,Q,4,Q,4,1,2,0,two_pairs
r,rr,rr,c,6,2,3,K,5,1,2,0,one_pair
c,r,r,c,6,4,4,T,T,2,22,3,two_pairs
r,r,r,r,6,9,2,J,2,1,2,0,one_pair
c,c,c,c,5,8,3,6,3,2,2,0,one_pair
c,c,rr,r,4,4,9,9,6,2,2,0,two_pairs
c,r,c,r,K,6,8,3,J,2,22,0,high_card
c,r,c,c,9,Q,J,3,6,2,2,0,one_pair
c,c,c,r,A,5,2,2,T,2,22,0,two_pairs
c,r,rr,rr,K,J,4,5,J,2,22,3,full_house
r,r,c,c,5,2,Q,K,5,1,2,0,two_pairs
r,rr,r,r,5,2,T,Q,4,2,2,0,one_pair
c,c,c,r,J,4,Q,K,8,2,2,0,three_of_a_kind
c,c,c,r,A,K,5,4,3,1,2,3,one_pair
c,r,r,r,J,T,9,5,2,2,2,0,one_pair
c,c,c,c,4,6,7,9,2,2,2,0,high_card
r,rr,r,r,2,T,K,J,9,1,2,0,two_pairs
c,c,r,c,3,Q,3,J,7,1,2,3,one_pair
c,c,c,c,8,8,4,K,T,2,2,0,one_pair
c,r,r,r,Q,6,A,2,Q,2,2,0,two_pairs
c,r,c,c,K,T,A,9,9,1,1,0,two_pairs
c,c,c,c,4,5,T,K,4,2,22,3,two_pairs
c,r,r,rr,K,J,8,4,A,2,22,3,one_pair
c,c,c,c,J,3,J,4,4,2,22,0,two_pairs
r,rr,r,rr,T,K,T,2,4,2,22,0,full_house
c,r,r,r,3,9,Q,J,4,2,2,0,one_pair
c,r,c,c,T,8,6,3,3,1,1,0,one_pair
c,c,c,rr,2,8,6,J,T,1,1,0,one_pair
c,c,c,c,4,J,3,2,2,1,2,0,one_pair
c,r,c,c,Q,K,Q,5,T,2,2,0,one_pair
c,rr,r,c,2,A,6,Q,9,3,3,3,one_pair
c,c,rr,c,6,6,5,T,K,2,3,3,one_pair
c,r,c,r,6,8,K,A,9,2,22,3,one_pair
r,r,c,c,2,J,8,3,8,2,3,3,one_pair
c,c,c,c,Q,T,9,2,T,1,1,0,one_pair
c,rr,r,r,J,J,2,T,3,2,2,0,one_pair
c,c,c,c,K,6,5,J,K,2,2,0,one_pair
c,c,rr,r,5,4,3,2,7,1,2,0,straight
c,r,rr,r,J,3,4,K,9,1,2,0,two_pairs
c,r,r,r,J,5,K,Q,6,1,2,0,one_pair
c,rr,rr,rr,A,7,7,7,5,1,2,3,four_of_a_kind
c,c,rr,rr,J,4,Q,T,Q,2,2,0,full_house
c,r,c,c,9,3,J,6,J,2,2,0,two_pairs
c,r,r,c,4,2,K,3,9,2,22,3,one_pair
c,c,c,c,2,J,8,T,5,1,2,0,high_card
c,c,c,c,2,K,2,Q,7,1,2,0,one_pair
c,c,c,c,Q,6,9,A,7,1,2,0,one_pair
c,c,c,c,2,K,A,K,4,2,22,0,two_pairs
c,r,rr,rr,2,6,9,5,4,2,2,0,straight
c,r,c,r,A,4,6,T,3,2,2,3,three_of_a_kind
c,r,r,c,2,7,6,9,3,1,2,0,one_pair
c,c,c,c,J,7,4,A,2,1,2,0,one_pair
c,c,c,c,4,Q,4,K,K,1,2,0,two_pairs
c,rr,c,c,6,A,8,2,9,2,2,0,one_pair
c,rr,r,rr,K,Q,A,5,Q,2,2,0,three_of_a_kind
c,rr,c,c,2,7,J,2,T,1,1,0,two_pairs
c,r,rr,r,Q,T,3,2,A,1,1,0,one_pair
c,r,r,c,7,6,T,6,3,1,2,0,one_pair
c,c,r,r,T,9,Q,3,2,1,1,0,one_pair
c,c,c,c,6,A,2,Q,5,3,3,3,high_card
c,c,c,c,3,4,2,9,T,2,2,0,one_pair
c,c,c,c,T,5,J,5,6,2,2,0,one_pair
c,c,c,c,4,A,2,3,9,1,2,0,one_pair
c,c,c,c,T,2,3,6,2,2,3,3,one_pair
c,c,c,c,2,6,9,K,3,1,2,3,one_pair
c,c,c,r,6,J,8,5,K,3,3,4,flush
c,c,c,c,T,8,7,3,4,2,22,3,high_card
c,c,rr,r,2,2,4,4,9,2,2,0,full_house
c,c,c,c,5,3,A,7,T,2,2,0,one_pair
c,r,r,c,8,T,4,9,A,2,3,3,one_pair
c,c,rr,c,6,3,3,8,5,1,2,0,one_pair
c,r,r,c,8,A,A,3,4,2,22,0,one_pair
c,r,c,r,K,4,3,5,2,2,2,0,straight
c,r,c,r,4,6,A,8,3,2,2,3,one_pair
c,c,rr,rr,A,8,K,J,7,2,22,0,flush
c,c,c,c,9,Q,Q,T,6,2,22,0,one_pair
c,rr,r,r,3,5,3,2,9,1,2,0,three_of_a_kind
c,r,r,r,3,K,2,7,4,2,2,0,one_pair
c,c,c,c,4,3,J,5,A,2,3,4,high_card
c,rr,rr,r,4,J,9,J,8,1,2,0,three_of_a_kind
c,c,c,c,3,K,8,J,8,2,3,3,one_pair
c,c,c,r,4,9,8,7,K,1,2,0,two_pairs
c,r,c,c,K,3,Q,8,5,2,22,3,high_card
c,r,c,r,K,7,2,T,8,2,22,3,high_card
r,rr,r,r,7,9,6,6,7,2,2,0,two_pairs
c,c,rr,c,8,8,K,5,6,2,22,3,two_pairs
c,rr,r,c,5,J,5,K,2,1,2,0,one_pair
c,r,r,c,5,4,3,K,4,1,2,0,two_pairs
c,r,r,c,J,8,A,3,6,2,22,0,high_card
c,c,r,c,Q,2,6,K,K,2,2,0,one_pair
c,c,r,r,3,2,Q,K,J,2,2,0,one_pair
r,r,r,c,A,K,9,5,8,2,2,0,one_pair
c,r,r,c,K,3,7,J,6,2,2,0,one_pair
r,r,r,c,5,Q,3,4,7,1,2,0,one_pair
c,rr,rr,r,6,Q,4,Q,T,2,2,3,three_of_a_kind
c,c,c,rr,J,8,T,J,4,2,22,0,three_of_a_kind
c,rr,c,r,2,T,5,8,4,2,2,0,one_pair
c,r,r,r,6,Q,A,8,3,2,3,3,one_pair
c,rr,r,r,5,6,3,3,K,2,2,3,two_pairs
c,c,c,c,J,A,T,4,Q,3,4,4,flush
c,r,c,c,3,J,3,T,8,2,2,0,two_pairs
c,c,c,r,4,5,9,9,Q,2,22,3,two_pairs
c,c,c,c,T,7,5,Q,3,2,2,3,one_pair
c,r,r,r,A,Q,T,3,3,2,3,3,two_pairs
c,rr,c,r,6,Q,J,9,7,2,3,3,one_pair
c,c,c,c,3,K,8,2,T,2,22,3,high_card
c,r,c,c,2,9,9,7,6,2,3,3,one_pair
c,rr,c,r,4,3,Q,K,6,2,3,3,one_pair
c,r,r,c,5,8,3,7,4,2,2,0,one_pair
c,c,c,c,6,Q,J,J,2,2,2,0,two_pairs
c,rr,rr,rr,6,3,A,T,3,2,2,0,two_pairs
c,r,r,c,2,T,K,6,7,1,2,0,one_pair
c,rr,c,r,7,8,6,T,Q,2,22,3,two_pairs
c,r,r,r,T,3,A,5,T,2,22,0,two_pairs
c,c,c,c,6,5,8,J,5,2,3,3,one_pair
c,c,r,c,J,2,8,Q,A,2,2,3,one_pair
c,rr,rr,r,6,T,J,7,3,2,3,4,one_pair
c,r,rr,r,7,9,2,Q,3,2,22,0,one_pair
c,c,r,c,2,J,Q,8,6,2,2,0,one_pair
c,c,r,c,J,J,4,A,Q,1,1,0,two_pairs
c,rr,r,r,K,A,A,6,9,1,2,0,two_pairs
c,c,c,c,2,K,7,9,Q,2,22,3,high_card
c,c,r,r,9,T,4,9,6,2,2,3,two_pairs
c,rr,c,r,K,K,T,A,K,1,2,0,full_house
r,r,rr,rr,A,6,T,T,8,1,2,0,two_pairs
c,c,c,c,K,6,J,2,8,1,1,0,one_pair
r,c,r,r,9,T,7,7,Q,2,2,0,one_pair
c,rr,rr,c,K,3,J,K,3,1,2,0,two_pairs
c,rr,r,r,T,2,2,2,8,2,2,0,full_house
c,c,rr,c,9,K,4,9,5,1,2,3,two_pairs
c,c,r,rr,5,3,T,A,6,2,3,3,one_pair
c,c,c,c,2,4,8,3,6,2,2,3,high_card
c,r,c,c,3,6,J,2,K,2,3,3,one_pair
c,r,r,r,J,T,8,A,2,2,22,3,flush
c,c,c,c,4,8,5,3,5,1,2,0,one_pair
c,c,c,c,9,K,9,7,8,2,2,0,one_pair
c,r,r,c,5,Q,J,8,K,3,3,3,two_pairs
c,c,c,c,A,5,3,4,A,2,3,3,two_pairs
c,c,c,c,9,7,8,T,A,1,1,0,high_card
c,c,c,r,5,T,7,A,4,1,2,0,one_pair
c,c,c,c,4,Q,8,3,A,2,2,0,high_card
c,rr,r,r,J,2,5,2,2,2,2,3,full_house
c,c,c,r,5,T,K,A,8,2,3,4,one_pair
c,r,r,rr,Q,4,2,3,A,2,22,3,flush
c,c,c,c,K,3,9,3,9,1,2,0,two_pairs
c,r,c,c,4,3,8,4,A,1,2,0,two_pairs
c,c,r,c,A,9,J,6,K,1,1,0,one_pair
c,r,c,c,Q,5,8,T,6,3,3,3,one_pair
r,c,r,c,3,A,K,7,T,3,3,3,flush
c,c,c,c,9,J,T,Q,A,1,1,0,one_pair
c,c,c,c,6,Q,7,K,7,2,22,0,one_pair
c,r,c,c,9,K,4,A,9,2,22,0,one_pair
c,r,r,r,T,J,7,9,2,2,2,3,one_pair
rr,r,c,rr,K,A,T,2,9,2,2,0,one_pair
c,c,r,c,T,K,J,8,T,2,2,3,flush
c,rr,c,r,6,5,8,Q,K,2,2,0,two_pairs
c,r,c,c,4,8,7,8,6,1,2,0,one_pair
c,r,rr,r,A,T,T,9,6,2,2,0,three_of_a_kind
c,rr,r,r,8,K,3,A,2,2,2,0,one_pair
c,r,r,rr,J,A,4,K,A,2,3,3,two_pairs
r,r,r,rr,8,5,3,8,A,2,2,0,full_house
c,c,c,c,9,5,A,K,J,2,3,3,high_card
c,r,r,r,J,6,5,A,4,2,22,0,one_pair
c,c,r,r,A,3,7,7,T,2,22,0,two_pairs
c,c,r,c,J,8,3,3,A,1,2,0,two_pairs
c,r,r,c,5,Q,5,8,J,2,22,0,two_pairs
c,rr,r,r,2,J,6,K,8,2,3,3,one_pair
c,c,r,c,3,A,A,Q,K,2,2,3,two_pairs
c,rr,r,rr,4,8,6,J,4,2,2,0,straight
c,c,c,r,9,9,4,2,3,2,3,3,two_pairs
c,rr,c,rr,Q,6,A,7,8,1,1,0,one_pair
c,r,c,c,4,8,J,T,8,2,2,0,one_pair
c,r,r,c,T,4,8,Q,J,2,2,3,one_pair
c,rr,r,r,K,4,8,9,T,2,3,3,one_pair
c,r,c,r,3,8,A,T,A,1,1,0,two_pairs
c,rr,c,r,5,5,6,Q,A,1,2,0,two_pairs
rr,rr,rr,rr,Q,6,Q,T,A,2,2,3,three_of_a_kind
c,c,c,rr,T,3,3,9,2,2,3,4,flush
c,rr,r,rr,K,6,T,T,6,2,2,0,full_house
c,c,c,c,6,8,2,5,4,2,2,3,high_card
c,r,c,c,T,A,7,3,A,1,2,3,one_pair
c,c,c,c,K,2,6,4,3,1,2,0,high_card
c,rr,r,r,7,2,2,K,9,2,2,3,three_of_a_kind
c,c,c,c,5,6,3,Q,7,2,22,3,high_card
c,r,c,r,J,Q,5,4,K,2,2,3,one_pair
c,c,rr,r,3,J,T,K,Q,2,22,0,two_pairs
c,r,rr,rr,6,5,2,A,T,2,22,0,one_pair
c,c,c,c,A,5,K,6,9,1,1,0,high_card
c,r,c,c,5,A,3,5,K,1,1,0,two_pairs
c,c,c,c,Q,8,J,6,Q,2,2,3,one_pair
c,c,c,c,T,6,3,Q,K,2,3,3,high_card
c,r,c,r,T,J,J,5,2,2,2,0,two_pairs
c,c,r,r,J,6,Q,4,8,2,2,3,one_pair
c,r,r,c,4,9,7,T,3,2,3,3,high_card
c,c,r,r,3,A,2,4,8,2,2,0,straight
c,r,c,r,Q,4,Q,5,A,1,2,0,two_pairs
c,r,rr,c,5,5,J,7,2,2,3,3,two_pairs
c,c,c,r,2,5,T,3,Q,2,2,0,one_pair
c,r,c,c,T,8,6,4,8,2,2,0,two_pairs
c,c,c,c,K,6,5,7,K,1,1,0,one_pair
c,c,r,c,2,9,K,8,2,2,3,3,one_pair
c,r,r,rr,2,7,9,9,4,1,1,0,two_pairs
r,r,c,c,4,9,2,Q,8,1,2,0,high_card
c,c,c,c,9,7,9,2,A,1,2,0,one_pair
c,r,r,r,5,J,2,Q,K,2,2,0,one_pair
c,c,c,c,5,5,9,2,3,2,2,0,two_pairs
c,c,c,c,T,J,J,6,J,2,3,3,three_of_a_kind
r,r,r,c,A,2,9,9,8,2,2,0,one_pair
c,rr,rr,r,J,6,8,9,Q,2,22,0,one_pair
c,c,rr,rr,Q,7,3,Q,4,2,2,0,two_pairs
c,r,r,c,5,3,K,Q,8,2,2,3,one_pair
c,c,c,c,2,8,9,Q,7,2,2,3,high_card
c,c,c,c,3,Q,2,K,J,1,2,0,high_card
c,c,r,r,8,9,Q,9,6,2,2,3,two_pairs
c,c,r,rr,Q,7,K,4,8,2,3,3,flush
c,c,c,c,K,6,2,3,7,2,2,0,high_card
r,rr,c,c,9,4,T,J,Q,1,2,0,one_pair
c,c,c,r,6,T,5,J,7,2,22,3,one_pair
r,r,c,c,J,4,8,8,9,1,1,0,one_pair
c,rr,r,r,5,8,3,K,9,3,3,3,one_pair
c,c,rr,c,5,2,8,A,K,1,2,0,one_pair
c,rr,c,rr,J,A,2,9,5,1,2,0,one_pair
c,r,r,rr,6,J,7,4,3,2,2,0,one_pair
c,c,c,c,3,A,5,Q,J,2,2,3,high_card
c,r,c,r,K,T,A,2,8,1,2,0,one_pair
c,r,r,r,K,2,T,J,8,1,2,3,one_pair
c,c,c,c,9,2,J,5,7,1,1,0,high_card
c,c,rr,c,K,3,J,K,2,3,3,3,one_pair
c,r,r,r,K,T,5,2,2,2,2,3,flush
c,c,c,c,T,A,8,5,8,2,2,3,one_pair
r,r,rr,r,7,2,2,T,5,1,2,0,two_pairs
c,c,rr,rr,5,6,K,7,Q,2,3,3,straight
c,rr,r,c,4,7,A,2,J,1,2,0,one_pair
c,c,c,c,K,8,2,A,9,2,22,0,one_pair
c,rr,c,c,J,3,9,K,6,2,2,0,one_pair
c,c,c,c,3,8,2,6,5,1,1,0,high_card
r,r,r,c,9,6,K,Q,5,2,2,0,one_pair
c,rr,rr,r,6,3,4,8,4,1,2,0,four_of_a_kind
c,r,r,c,8,K,2,Q,5,1,2,0,one_pair
c,r,c,c,8,K,3,K,J,2,2,0,one_pair
c,r,r,r,Q,J,7,9,2,1,1,0,two_pairs
c,c,r,r,T,3,7,A,6,2,2,0,straight
r,rr,rr,r,J,7,5,8,3,1,2,0,three_of_a_kind
c,r,rr,r,K,J,5,5,3,1,2,0,two_pairs
c,c,r,r,3,A,K,T,7,2,2,0,one_pair
c,c,r,r,2,6,Q,K,Q,2,2,0,two_pairs
c,r,r,c,4,9,6,4,J,1,2,0,two_pairs
c,r,r,r,6,5,5,2,3,1,1,0,one_pair
c,r,rr,r,3,T,J,3,4,2,22,0,two_pairs
c,rr,r,c,5,K,T,Q,A,1,2,3,three_of_a_kind
c,r,r,c,A,5,4,5,Q,2,3,3,two_pairs
c,r,r,rr,2,7,2,5,5,1,1,0,full_house
c,rr,c,rr,2,Q,Q,9,5,2,22,3,two_pairs
c,c,c,c,J,K,2,A,3,2,22,0,one_pair
c,c,c,c,2,K,6,T,J,1,2,0,one_pair
c,rr,rr,rr,3,K,A,7,5,1,2,0,two_pairs
rr,c,c,c,8,5,J,J,7,2,2,3,two_pairs
c,r,rr,rr,7,9,A,5,3,2,22,0,two_pairs
rr,r,r,c,3,4,6,8,8,2,22,0,two_pairs
c,rr,rr,r,K,3,3,7,7,2,2,0,full_house
c,r,r,c,Q,3,5,9,K,2,2,0,one_pair
c,rr,r,rr,T,K,4,4,A,2,2,0,full_house
c,r,r,c,5,5,A,6,7,1,2,3,two_pairs
c,rr,c,r,7,9,3,A,T,1,2,0,one_pair
rr,c,r,r,5,3,8,5,9,2,2,3,one_pair
c,r,r,c,4,5,8,A,2,1,2,0,one_pair
c,c,r,r,7,6,7,A,5,1,2,0,two_pairs
c,c,rr,r,A,T,6,Q,5,2,3,3,flush
c,c,c,c,4,7,K,8,T,1,1,0,high_card
r,rr,c,c,8,9,A,7,J,1,2,3,one_pair
c,r,rr,rr,5,8,J,Q,J,2,3,3,flush
c,r,rr,rr,8,2,4,T,9,1,2,3,one_pair
c,r,rr,r,5,Q,4,Q,T,2,2,0,two_pairs
c,r,rr,c,Q,8,9,5,K,2,2,0,two_pairs
c,c,c,c,9,Q,K,7,6,1,2,0,one_pair
c,r,rr,c,Q,8,6,2,3,2,2,0,one_pair
c,r,c,c,5,K,4,9,A,1,2,3,one_pair
c,rr,r,rr,T,K,8,7,8,3,4,4,three_of_a_kind
c,r,r,rr,9,5,T,8,J,1,1,0,straight
c,r,rr,r,7,J,3,2,J,1,2,0,three_of_a_kind
c,c,c,c,Q,J,6,2,7,2,3,4,high_card
rr,rr,r,r,4,9,5,6,7,2,2,3,one_pair
c,r,rr,c,3,6,2,K,T,1,2,0,one_pair
c,r,r,r,Q,3,4,8,5,1,2,0,one_pair
c,r,r,r,4,3,9,3,9,1,2,3,two_pairs
c,c,rr,c,A,J,Q,Q,9,1,2,0,two_pairs
c,c,c,c,6,Q,J,2,9,2,22,0,high_card
c,r,c,c,J,8,7,Q,8,2,3,3,one_pair
c,r,c,c,A,3,Q,T,K,2,2,3,one_pair
c,rr,r,r,A,7,6,4,T,1,2,0,one_pair
c,c,c,r,2,6,3,6,J,1,2,3,two_pairs
c,rr,r,c,4,Q,K,2,Q,2,2,0,two_pairs
c,c,c,c,2,6,2,K,7,1,2,3,one_pair
c,c,c,c,4,K,5,T,J,2,3,3,high_card
c,c,c,c,6,8,Q,8,A,2,2,0,one_pair
c,r,c,c,T,4,5,A,Q,2,22,0,one_pair
c,r,c,r,7,8,9,7,K,1,2,0,two_pairs
c,r,r,c,A,6,9,4,A,1,2,3,two_pairs
c,c,c,c,8,J,2,8,2,1,2,0,two_pairs
c,rr,r,c,9,9,5,Q,8,2,2,0,one_pair
c,r,c,r,J,6,T,5,7,1,2,0,one_pair
r,r,rr,rr,3,T,7,5,T,2,22,0,three_of_a_kind
c,rr,r,r,Q,3,6,3,5,2,22,0,two_pairs
c,c,c,c,8,4,3,6,9,1,2,0,high_card
c,c,c,r,7,2,8,9,J,1,2,3,high_card
c,c,c,c,5,5,3,8,K,2,3,3,one_pair
c,rr,c,c,T,9,A,8,2,2,2,3,one_pair
c,r,r,c,9,A,8,4,4,2,2,3,two_pairs
c,c,r,r,9,9,5,T,3,1,2,0,two_pairs
c,rr,r,c,5,5,7,5,6,1,1,0,full_house
r,c,r,c,6,J,Q,8,5,1,1,0,one_pair
c,c,c,c,3,J,K,K,5,2,2,3,one_pair
c,r,rr,c,A,5,3,9,7,1,2,0,one_pair
c,c,r,c,2,3,T,2,A,2,22,3,one_pair
c,r,c,c,T,Q,K,2,9,2,22,0,high_card
c,r,rr,c,8,4,3,T,7,1,2,0,one_pair
c,r,c,c,2,3,2,8,9,1,2,0,one_pair
c,r,rr,rr,4,Q,3,K,9,1,2,0,two_pairs
c,r,r,r,7,4,6,T,J,2,2,3,two_pairs
c,r,rr,c,5,2,A,T,6,2,22,3,high_card
c,r,r,c,4,7,A,T,3,2,3,4,two_pairs
c,r,r,r,2,9,5,T,A,2,2,0,two_pairs
c,r,r,c,J,5,5,J,6,2,2,0,two_pairs
c,c,c,c,T,2,4,K,J,1,1,0,high_card
c,c,c,c,Q,6,4,9,3,2,22,3,one_pair
c,c,c,c,K,K,K,T,Q,1,2,0,three_of_a_kind
c,c,c,c,Q,2,K,J,5,1,2,3,one_pair
c,r,r,rr,6,4,T,J,Q,2,2,0,one_pair
c,r,c,c,4,4,A,J,5,1,2,0,one_pair
c,c,rr,rr,T,5,6,K,7,2,3,3,flush
c,c,r,c,4,4,8,Q,7,1,2,3,one_pair
c,c,r,c,6,K,8,8,9,1,2,3,two_pairs
c,r,r,c,8,3,3,2,4,1,1,0,one_pair
c,c,c,c,3,5,6,3,4,2,2,3,straight
c,c,r,rr,7,K,Q,K,J,2,2,0,flush
c,c,c,c,6,T,A,T,7,1,2,0,one_pair
c,r,c,c,8,T,Q,A,2,3,3,3,one_pair
c,r,r,c,8,9,T,8,7,2,22,0,two_pairs
c,c,rr,c,J,7,9,J,7,1,2,0,full_house
c,r,r,r,5,A,8,A,K,1,1,0,two_pairs
c,r,r,r,2,9,Q,9,A,2,2,0,two_pairs
c,c,c,c,8,2,3,5,3,1,2,3,one_pair
c,r,c,c,2,3,4,J,7,1,2,0,high_card
c,r,r,c,Q,T,T,8,6,1,2,0,one_pair
c,c,r,c,7,7,2,T,A,2,3,3,two_pairs
c,r,rr,c,8,5,4,4,9,2,2,0,two_pairs
c,c,c,c,K,2,2,4,9,1,1,0,one_pair
c,r,r,c,4,2,7,4,Q,2,2,0,two_pairs
c,c,c,c,9,K,8,3,T,2,2,3,one_pair
c,c,rr,r,K,Q,Q,A,7,2,2,0,two_pairs
c,c,c,c,3,9,6,A,K,1,2,3,high_card
c,rr,c,c,5,5,2,9,A,2,22,3,two_pairs
c,r,r,c,9,7,A,J,9,2,3,3,one_pair
c,r,c,c,4,6,K,8,2,1,2,0,high_card
c,c,c,c,5,J,5,9,J,1,2,3,two_pairs
c,c,r,c,3,T,Q,J,K,1,2,0,high_card
r,c,r,c,9,K,3,T,K,2,2,0,two_pairs
c,r,r,c,6,9,7,A,5,1,2,0,one_pair
c,c,c,c,4,5,T,J,6,1,2,0,high_card
c,r,r,r,6,6,7,Q,2,1,1,0,two_pairs
c,c,rr,rr,8,7,3,5,Q,1,2,3,flush
c,r,r,r,3,Q,8,2,8,2,2,0,three_of_a_kind
r,c,c,c,K,4,3,K,A,2,3,4,two_pairs
c,r,c,r,Q,6,J,K,2,2,2,0,one_pair
c,r,c,rr,J,K,Q,2,5,1,2,0,two_pairs
c,c,c,c,8,6,6,T,8,1,2,3,two_pairs
c,c,c,rr,9,3,Q,9,8,2,2,0,full_house
c,c,r,c,K,Q,7,6,J,2,2,3,one_pair
c,c,c,c,9,8,A,K,J,2,3,4,high_card
c,c,c,c,4,8,T,2,7,2,3,4,flush
c,c,c,c,T,6,5,5,3,2,2,0,one_pair
r,r,rr,r,Q,Q,K,3,A,2,3,3,two_pairs
c,c,c,rr,J,5,3,2,3,2,2,0,three_of_a_kind
c,c,c,c,4,A,A,A,Q,1,1,0,straight
c,r,c,c,5,3,5,4,9,1,1,0,one_pair
c,c,c,r,Q,6,2,3,7,1,1,0,one_pair
c,c,c,c,6,2,5,8,6,2,2,0,one_pair
c,c,c,r,5,7,J,A,6,2,3,4,flush
c,c,rr,r,A,7,2,9,3,1,1,0,one_pair
c,c,c,c,J,9,K,9,K,3,3,3,full_house
c,c,c,c,A,4,J,Q,K,2,2,0,one_pair
c,r,r,c,5,J,6,Q,3,2,3,3,one_pair
c,c,c,c,J,4,7,K,T,1,2,3,one_pair
c,rr,r,r,7,8,8,K,4,2,22,0,full_house
c,c,rr,r,8,7,9,5,7,1,2,0,two_pairs
c,c,c,c,K,4,2,Q,6,2,22,0,high_card
c,c,c,c,6,2,K,K,Q,1,2,0,one_pair
c,c,c,r,2,5,K,8,T,1,2,0,one_pair
c,rr,r,r,A,4,5,Q,9,3,4,4,flush
c,c,c,c,Q,J,5,A,J,1,1,0,one_pair
c,r,rr,r,T,J,6,J,3,2,2,3,three_of_a_kind
c,c,c,r,6,3,5,Q,3,2,3,3,three_of_a_kind
c,c,c,c,A,9,K,6,K,2,22,3,one_pair
c,c,c,c,T,5,3,J,8,1,2,0,high_card
c,rr,r,r,8,6,7,4,2,2,2,0,one_pair
c,c,c,c,9,2,T,T,4,1,2,3,one_pair
c,rr,rr,c,A,9,4,9,6,1,2,0,two_pairs
c,c,c,c,9,7,5,3,K,2,2,3,high_card
c,c,r,c,T,K,5,6,Q,2,3,4,two_pairs
c,c,c,c,K,3,6,9,4,1,2,0,one_pair
c,c,c,c,Q,4,A,5,K,2,2,0,one_pair
r,r,r,c,4,J,K,Q,8,1,2,3,one_pair
r,rr,rr,c,3,9,8,A,T,1,2,3,one_pair
c,c,c,c,3,J,3,6,9,1,2,0,two_pairs
c,c,c,c,5,6,9,J,4,1,2,0,high_card
c,r,r,c,T,4,5,J,5,1,1,0,one_pair
c,c,c,c,Q,T,K,Q,K,2,2,0,two_pairs
c,c,r,c,T,7,6,6,T,2,2,0,two_pairs
c,rr,rr,rr,8,Q,9,J,3,2,2,0,straight
c,c,c,c,A,4,3,8,3,1,2,0,one_pair
c,c,c,c,A,2,Q,J,6,2,22,0,one_pair
c,c,c,c,J,3,Q,7,9,1,2,0,high_card
c,c,c,c,7,K,A,4,K,1,2,0,one_pair
c,c,c,c,7,7,J,3,Q,1,1,0,one_pair
c,r,r,r,K,6,2,K,9,3,3,3,one_pair
r,r,c,rr,3,5,6,Q,5,1,2,3,flush
c,r,c,r,3,A,7,7,Q,1,1,0,two_pairs
r,rr,r,r,9,A,6,5,K,2,22,0,one_pair
c,r,r,r,2,K,8,8,Q,2,2,0,two_pairs
c,r,rr,c,9,T,Q,7,3,1,2,0,one_pair
c,rr,r,r,2,4,T,9,8,3,3,3,two_pairs
c,c,r,c,4,6,4,T,J,1,2,0,two_pairs
c,r,c,r,9,T,A,3,Q,1,1,0,one_pair
c,r,r,c,9,8,2,4,J,1,2,3,three_of_a_kind
