@RELATION SimpleBotHROM
@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
@ATTRIBUTE river_actions {c,r,rr}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_strength NUMERIC
@DATA
r,r,c,c,2,5,5,Q,K,1,2,0,2.051282051282051
r,rr,r,r,2,4,5,T,Q,2,2,0,1.9762237762237762
c,c,c,r,4,8,J,Q,K,2,2,0,3.5256410256410255
c,c,c,r,3,4,5,K,A,1,2,3,1.6132867132867132
c,r,r,r,2,5,9,T,J,2,2,0,1.7468531468531467
c,c,c,c,2,4,6,7,9,2,2,0,0.9106583072100314
r,rr,r,r,2,9,T,J,K,1,2,0,2.831002331002331
c,c,r,c,3,3,7,J,Q,1,2,3,1.118881118881119
c,c,c,c,4,8,8,T,K,2,2,0,1.5377622377622377
c,r,r,r,2,6,Q,Q,A,2,2,0,2.6666666666666665
c,r,c,c,9,9,T,K,A,1,1,0,2.358974358974359
c,c,c,c,4,4,5,T,K,2,22,3,2.1655011655011656
c,r,r,rr,4,8,J,K,A,2,22,3,1.615034965034965
c,c,c,c,3,4,4,J,J,2,22,0,2.4953379953379953
r,rr,r,rr,2,4,T,T,K,2,22,0,6.903846153846154
c,r,r,r,3,4,9,J,Q,2,2,0,1.7342657342657342
c,r,c,c,3,3,6,8,T,1,1,0,1.1472027972027972
c,c,c,rr,2,6,8,T,J,1,1,0,1.377972027972028
c,c,c,c,2,2,3,4,J,1,2,0,1.0576923076923077
c,r,c,c,5,T,Q,Q,K,2,2,0,1.8234265734265733
c,rr,r,c,2,6,9,Q,A,3,3,3,1.9741258741258743
c,c,rr,c,5,6,6,T,K,2,3,3,1.3653846153846154
c,r,c,r,6,8,9,K,A,2,22,3,1.9993006993006994
r,r,c,c,2,3,8,8,J,2,3,3,1.5318181818181817
c,c,c,c,2,9,T,T,Q,1,1,0,1.6545454545454545
c,rr,r,r,2,3,T,J,J,2,2,0,1.760839160839161
c,c,c,c,5,6,J,K,K,2,2,0,1.887062937062937
c,c,rr,r,2,3,4,5,7,1,2,0,4.3
c,r,rr,r,3,4,9,J,K,1,2,0,2.486013986013986
c,r,r,r,5,6,J,Q,K,1,2,0,1.2884615384615383
c,rr,rr,rr,5,7,7,7,A,1,2,3,7.461538461538462
c,c,rr,rr,4,T,J,Q,Q,2,2,0,6.826923076923077
c,r,c,c,3,6,9,J,J,2,2,0,2.4825174825174825
c,r,r,c,2,3,4,9,K,2,22,3,1.5097902097902098
c,c,c,c,2,5,8,T,J,1,2,0,0.6136363636363636
c,c,c,c,2,2,7,Q,K,1,2,0,1.056993006993007
c,c,c,c,6,7,9,Q,A,1,2,0,1.0
c,c,c,c,2,4,K,K,A,2,22,0,2.9976689976689976
c,r,rr,rr,2,4,5,6,9,2,2,0,4.5
c,r,c,r,3,4,6,T,A,2,2,3,3.1503496503496504
c,r,r,c,2,3,6,7,9,1,2,0,1.0646853146853146
c,c,c,c,2,4,7,J,A,1,2,0,1.0692307692307692
c,c,c,c,4,4,Q,K,K,1,2,0,2.742424242424242
c,rr,c,c,2,6,8,9,A,2,2,0,1.5265734265734265
c,rr,r,rr,5,Q,Q,K,A,2,2,0,3.8461538461538463
c,rr,c,c,2,2,7,T,J,1,1,0,2.472027972027972
c,r,rr,r,2,3,T,Q,A,1,1,0,1.6867132867132866
c,r,r,c,3,6,6,7,T,1,2,0,1.3744755244755245
c,c,r,r,2,3,9,T,Q,1,1,0,1.6534965034965035
c,c,c,c,2,5,6,Q,A,3,3,3,0.8330721003134797
c,c,c,c,2,3,4,9,T,2,2,0,1.0517482517482517
c,c,c,c,5,5,6,T,J,2,2,0,1.2727272727272727
c,c,c,c,2,3,4,9,A,1,2,0,1.2185314685314685
c,c,c,c,2,2,3,6,T,2,3,3,1.0664335664335665
c,c,c,c,2,3,6,9,K,1,2,3,1.1286713286713286
c,c,c,r,5,6,8,J,K,3,3,4,5.482380579483164
c,c,c,c,3,4,7,8,T,2,22,3,0.5148902821316614
c,c,rr,r,2,2,4,4,9,2,2,0,6.160256410256411
c,c,c,c,3,5,7,T,A,2,2,0,1.1437062937062936
c,r,r,c,4,8,9,T,A,2,3,3,1.965034965034965
c,c,rr,c,3,3,5,6,8,1,2,0,1.1395104895104895
c,r,r,c,3,4,8,A,A,2,22,0,1.993006993006993
c,r,c,r,2,3,4,5,K,2,2,0,4.2
c,r,c,r,3,4,6,8,A,2,2,3,1.3699300699300698
c,c,rr,rr,7,8,J,K,A,2,22,0,5.0
c,c,c,c,6,9,T,Q,Q,2,22,0,1.7979020979020979
c,rr,r,r,2,3,3,5,9,1,2,0,3.097902097902098
c,r,r,r,2,3,4,7,K,2,2,0,1.9083916083916084
c,c,c,c,3,4,5,J,A,2,3,4,0.7750783699059561
c,rr,rr,r,4,8,9,J,J,1,2,0,3.734265734265734
c,c,c,c,3,8,8,J,K,2,3,3,1.5160839160839161
c,c,c,r,4,7,8,9,K,1,2,0,2.738927738927739
c,r,c,c,3,5,8,Q,K,2,22,3,0.9992163009404389
c,r,c,r,2,7,8,T,K,2,22,3,0.9647335423197492
r,rr,r,r,6,6,7,7,9,2,2,0,2.9184149184149186
c,c,rr,c,5,6,8,8,K,2,22,3,2.268065268065268
c,rr,r,c,2,5,5,J,K,1,2,0,1.3073426573426574
c,r,r,c,3,4,4,5,K,1,2,0,2.114219114219114
c,r,r,c,3,6,8,J,A,2,22,0,0.9992163009404389
c,c,r,c,2,6,Q,K,K,2,2,0,1.9230769230769231
c,c,r,r,2,3,J,Q,K,2,2,0,1.4423076923076923
r,r,r,c,5,8,9,K,A,2,2,0,1.8454545454545455
c,r,r,c,3,6,7,J,K,2,2,0,1.2073426573426573
r,r,r,c,3,4,5,7,Q,1,2,0,1.6496503496503496
c,rr,rr,r,4,6,T,Q,Q,2,2,3,3.832167832167832
c,c,c,rr,4,8,T,J,J,2,22,0,3.755244755244755
c,rr,c,r,2,4,5,8,T,2,2,0,1.6342657342657343
c,r,r,r,3,6,8,Q,A,2,3,3,1.3804195804195805
c,rr,r,r,3,3,5,6,K,2,2,3,2.2937062937062938
c,c,c,c,4,T,J,Q,A,3,4,4,5.758026624902114
c,r,c,c,3,3,8,T,J,2,2,0,2.034965034965035
c,c,c,r,4,5,9,9,Q,2,22,3,2.6794871794871797
c,c,c,c,3,5,7,T,Q,2,2,3,1.2692307692307692
c,r,r,r,3,3,T,Q,A,2,3,3,2.870629370629371
c,rr,c,r,6,7,9,J,Q,2,3,3,1.808041958041958
c,c,c,c,2,3,8,T,K,2,22,3,0.4341692789968652
c,r,c,c,2,6,7,9,9,2,3,3,1.6139860139860138
c,rr,c,r,3,4,6,Q,K,2,3,3,1.2108391608391609
c,r,r,c,3,4,5,7,8,2,2,0,1.0835664335664337
c,c,c,c,2,6,J,J,Q,2,2,0,2.698135198135198
c,rr,rr,rr,3,3,6,T,A,2,2,0,2.1025641025641026
c,r,r,c,2,6,7,T,K,1,2,0,1.6625874125874125
c,rr,c,r,6,7,8,T,Q,2,22,3,2.663170163170163
c,r,r,r,3,5,T,T,A,2,22,0,2.9557109557109555
c,c,c,c,5,5,6,8,J,2,3,3,1.2723776223776224
c,c,r,c,2,8,J,Q,A,2,2,3,1.458041958041958
c,rr,rr,r,3,6,7,T,J,2,3,4,1.7461538461538462
c,r,rr,r,2,3,7,9,Q,2,22,0,1.5751748251748252
c,c,r,c,2,6,8,J,Q,2,2,0,1.7493006993006994
c,c,r,c,4,J,J,Q,A,1,1,0,2.973193473193473
c,rr,r,r,6,9,K,A,A,1,2,0,2.9965034965034967
c,c,c,c,2,7,9,Q,K,2,22,3,0.9866771159874608
c,c,r,r,4,6,9,9,T,2,2,3,2.303030303030303
c,rr,c,r,T,K,K,K,A,1,2,0,6.903846153846154
r,r,rr,rr,6,8,T,T,A,1,2,0,2.9603729603729603
c,c,c,c,2,6,8,J,K,1,1,0,1.2076923076923076
r,c,r,r,7,7,9,T,Q,2,2,0,1.4615384615384617
c,rr,rr,c,3,3,J,K,K,1,2,0,2.822843822843823
c,rr,r,r,2,2,2,8,T,2,2,0,6.051282051282051
c,c,rr,c,4,5,9,9,K,1,2,3,2.3065268065268065
c,c,r,rr,3,5,6,T,A,2,3,3,1.9923076923076923
c,c,c,c,2,3,4,6,8,2,2,3,0.6904388714733543
c,r,c,c,2,3,6,J,K,2,3,3,1.9181818181818182
c,r,r,r,2,8,T,J,A,2,22,3,5.0
c,c,c,c,3,4,5,5,8,1,2,0,1.2423076923076923
c,c,c,c,7,8,9,9,K,2,2,0,1.6146853146853148
c,r,r,c,5,8,J,Q,K,3,3,3,2.755244755244755
c,c,c,c,3,4,5,A,A,2,3,3,2.87995337995338
c,c,c,c,7,8,9,T,A,1,1,0,0.9373040752351097
c,c,c,r,4,5,7,T,A,1,2,0,1.6783216783216783
c,c,c,c,3,4,8,Q,A,2,2,0,0.8009404388714734
c,rr,r,r,2,2,2,5,J,2,2,3,6.0256410256410255
c,c,c,r,5,8,T,K,A,2,3,4,1.9965034965034965
c,r,r,rr,2,3,4,Q,A,2,22,3,5.805794831636648
c,c,c,c,3,3,9,9,K,1,2,0,2.2937062937062938
c,r,c,c,3,4,4,8,A,1,2,0,2.0384615384615383
c,c,r,c,6,9,J,K,A,1,1,0,1.615034965034965
c,r,c,c,5,6,8,T,Q,3,3,3,1.5034965034965035
r,c,r,c,3,7,T,K,A,3,3,3,5.0
c,c,c,c,9,T,J,Q,A,1,1,0,1.458041958041958
c,c,c,c,6,7,7,Q,K,2,22,0,1.441958041958042
c,r,c,c,4,9,9,K,A,2,22,0,1.615034965034965
c,r,r,r,2,7,9,T,J,2,2,3,1.6444055944055944
rr,r,c,rr,2,9,T,K,A,2,2,0,1.8458041958041957
c,c,r,c,8,T,T,J,K,2,2,3,5.515270164447925
c,rr,c,r,5,6,8,Q,K,2,2,0,2.7937062937062938
c,r,c,c,4,6,7,8,8,1,2,0,1.5027972027972027
c,r,rr,r,6,9,T,T,A,2,2,0,3.691142191142191
c,rr,r,r,2,3,8,K,A,2,2,0,1.5384615384615383
c,r,r,rr,4,J,K,A,A,2,3,3,2.9988344988344986
r,r,r,rr,3,5,8,8,A,2,2,0,6.967948717948718
c,c,c,c,5,9,J,K,A,2,3,3,0.9592476489028213
c,r,r,r,4,5,6,J,A,2,22,0,1.5307692307692307
c,c,r,r,3,7,7,T,A,2,22,0,2.1538461538461537
c,c,r,c,3,3,8,J,A,1,2,0,2.0384615384615383
c,r,r,c,5,5,8,J,Q,2,22,0,2.625874125874126
c,rr,r,r,2,6,8,J,K,2,3,3,1.3615384615384616
c,c,r,c,3,Q,K,A,A,2,2,3,2.871794871794872
c,rr,r,rr,4,4,6,8,J,2,2,0,4.4
c,c,c,r,2,3,4,9,9,2,3,3,2.3111888111888113
c,rr,c,rr,6,7,8,Q,A,1,1,0,1.841958041958042
c,r,c,c,4,8,8,T,J,2,2,0,1.5381118881118883
c,r,r,c,4,8,T,J,Q,2,2,3,1.3496503496503496
c,rr,r,r,4,8,9,T,K,2,3,3,1.8755244755244755
c,r,c,r,3,8,T,A,A,1,1,0,2.906759906759907
c,rr,c,r,5,5,6,Q,A,1,2,0,2.8974358974358974
rr,rr,rr,rr,6,T,Q,Q,A,2,2,3,3.844988344988345
c,c,c,rr,2,3,3,9,T,2,3,4,5.439310884886453
c,rr,r,rr,6,6,T,T,K,2,2,0,6.647435897435898
c,c,c,c,2,4,5,6,8,2,2,3,0.7351097178683386
c,r,c,c,3,7,T,A,A,1,2,3,1.9807692307692308
c,c,c,c,2,3,4,6,K,1,2,0,0.445141065830721
c,rr,r,r,2,2,7,9,K,2,2,3,3.064102564102564
c,c,c,c,3,5,6,7,Q,2,22,3,0.5478056426332288
c,r,c,r,4,5,J,Q,K,2,2,3,1.7493006993006994
c,c,rr,r,3,T,J,Q,K,2,22,0,2.844988344988345
c,r,rr,rr,2,5,6,T,A,2,22,0,1.947902097902098
c,c,c,c,5,6,9,K,A,1,1,0,0.9655172413793104
c,r,c,c,3,5,5,K,A,1,1,0,2.064102564102564
c,c,c,c,6,8,J,Q,Q,2,2,3,1.841958041958042
c,c,c,c,3,6,T,Q,K,2,3,3,0.5760188087774295
c,r,c,r,2,5,T,J,J,2,2,0,2.483682983682984
c,c,r,r,4,6,8,J,Q,2,2,3,1.5034965034965035
c,r,r,c,3,4,7,9,T,2,3,3,0.9365203761755486
c,c,r,r,2,3,4,8,A,2,2,0,4.1
c,r,c,r,4,5,Q,Q,A,1,2,0,2.628205128205128
c,r,rr,c,2,5,5,7,J,2,3,3,2.5128205128205128
c,c,c,r,2,3,5,T,Q,2,2,0,1.1150349650349651
c,r,c,c,4,6,8,8,T,2,2,0,2.2132867132867133
c,c,c,c,5,6,7,K,K,1,1,0,1.9090909090909092
c,c,r,c,2,2,8,9,K,2,3,3,1.0758741258741258
c,r,r,rr,2,4,7,9,9,1,1,0,2.3531468531468533
r,r,c,c,2,4,8,9,Q,1,2,0,0.8652037617554859
c,c,c,c,2,7,9,9,A,1,2,0,1.6034965034965034
c,r,r,r,2,5,J,Q,K,2,2,0,1.9230769230769231
c,c,c,c,2,3,5,5,9,2,2,0,2.058275058275058
c,c,c,c,6,T,J,J,J,2,3,3,3.7564102564102564
r,r,r,c,2,8,9,9,A,2,2,0,1.6153846153846154
c,rr,rr,r,6,8,9,J,Q,2,22,0,1.5192307692307692
c,c,rr,rr,3,4,7,Q,Q,2,2,0,2.6538461538461537
c,r,r,c,3,5,8,Q,K,2,2,3,1.1335664335664335
c,c,c,c,2,7,8,9,Q,2,2,3,0.6081504702194357
c,c,c,c,2,3,J,Q,K,1,2,0,0.6003134796238244
c,c,r,r,6,8,9,9,Q,2,2,3,2.3578088578088576
c,c,r,rr,4,7,8,Q,K,2,3,3,5.204385277995302
c,c,c,c,2,3,6,7,K,2,2,0,0.4702194357366771
r,rr,c,c,4,9,T,J,Q,1,2,0,1.9807692307692308
c,c,c,r,5,6,7,T,J,2,22,3,1.4136363636363636
r,r,c,c,4,8,8,9,J,1,1,0,1.5160839160839161
c,rr,r,r,3,5,8,9,K,3,3,3,1.356993006993007
c,c,rr,c,2,5,8,K,A,1,2,0,1.998951048951049
c,rr,c,rr,2,5,9,J,A,1,2,0,1.7594405594405593
c,r,r,rr,3,4,6,7,J,2,2,0,1.4094405594405595
c,c,c,c,3,5,J,Q,A,2,2,3,0.8652037617554859
c,r,c,r,2,8,T,K,A,1,2,0,1.916083916083916
c,r,r,r,2,8,T,J,K,1,2,3,1.0545454545454545
c,c,c,c,2,5,7,9,J,1,1,0,0.3346394984326019
c,c,rr,c,2,3,J,K,K,3,3,3,1.9038461538461537
c,r,r,r,2,2,5,T,K,2,2,3,5.5270164447924826
c,c,c,c,5,8,8,T,A,2,2,3,1.529020979020979
r,r,rr,r,2,2,5,7,T,1,2,0,2.8554778554778553
c,c,rr,rr,5,6,7,Q,K,2,3,3,4.3
c,rr,r,c,2,4,7,J,A,1,2,0,1.9954545454545456
c,c,c,c,2,8,9,K,A,2,22,0,1.9164335664335663
c,rr,c,c,3,6,9,J,K,2,2,0,1.7496503496503495
c,c,c,c,2,3,5,6,8,1,1,0,0.7351097178683386
r,r,r,c,5,6,9,Q,K,2,2,0,1.7496503496503495
c,rr,rr,r,3,4,4,6,8,1,2,0,7.1923076923076925
c,r,r,c,2,5,8,Q,K,1,2,0,1.5178321678321678
c,r,c,c,3,8,J,K,K,2,2,0,1.9195804195804196
c,r,r,r,2,7,9,J,Q,1,1,0,2.343822843822844
c,c,r,r,3,6,7,T,A,2,2,0,4.6
r,rr,rr,r,3,5,7,8,J,1,2,0,3.7167832167832167
c,r,rr,r,3,5,5,J,K,1,2,0,2.754079254079254
c,c,r,r,3,7,T,K,A,2,2,0,1.690909090909091
c,c,r,r,2,6,Q,Q,K,2,2,0,2.8461538461538463
c,r,r,c,4,4,6,9,J,1,2,0,2.3076923076923075
c,r,r,r,2,3,5,5,6,1,1,0,1.2933566433566432
c,r,rr,r,3,3,4,T,J,2,22,0,2.3811188811188813
c,rr,r,c,5,T,Q,K,A,1,2,3,3.3076923076923075
c,r,r,c,4,5,5,Q,A,2,3,3,2.076923076923077
c,r,r,rr,2,2,5,5,7,1,1,0,6.019230769230769
c,rr,c,rr,2,5,9,Q,Q,2,22,3,2.6491841491841495
c,c,c,c,2,3,J,K,A,2,22,0,1.7688811188811189
c,c,c,c,2,6,T,J,K,1,2,0,1.2853146853146853
c,rr,rr,rr,3,5,7,K,A,1,2,0,2.9941724941724943
rr,c,c,c,5,7,8,J,J,2,2,3,2.4685314685314683
c,r,rr,rr,3,5,7,9,A,2,22,0,2.867132867132867
rr,r,r,c,3,4,6,8,8,2,22,0,2.787878787878788
c,rr,rr,r,3,3,7,7,K,2,2,0,6.108974358974359
c,r,r,c,3,5,9,Q,K,2,2,0,1.5185314685314686
c,rr,r,rr,4,4,T,K,A,2,2,0,6.2243589743589745
c,r,r,c,5,5,6,7,A,1,2,3,2.064102564102564
c,rr,c,r,3,7,9,T,A,1,2,0,1.605944055944056
rr,c,r,r,3,5,5,8,9,2,2,3,1.3034965034965036
c,r,r,c,2,4,5,8,A,1,2,0,1.9716783216783216
c,c,r,r,5,6,7,7,A,1,2,0,2.269230769230769
c,c,rr,r,5,6,T,Q,A,2,3,3,5.8692247454972595
c,c,c,c,4,7,8,T,K,1,1,0,0.43652037617554856
r,rr,c,c,7,8,9,J,A,1,2,3,1.919230769230769
c,r,rr,rr,5,8,J,J,Q,2,3,3,5.351605324980423
c,r,rr,rr,2,4,8,9,T,1,2,3,1.4807692307692308
c,r,rr,r,4,5,T,Q,Q,2,2,0,2.628205128205128
c,r,rr,c,5,8,9,Q,K,2,2,0,2.6783216783216783
c,c,c,c,6,7,9,Q,K,1,2,0,1.5185314685314686
c,r,rr,c,2,3,6,8,Q,2,2,0,1.4979020979020978
c,r,c,c,4,5,9,K,A,1,2,3,1.2297202797202798
c,rr,r,rr,7,8,8,T,K,3,4,4,3.5256410256410255
c,r,r,rr,5,8,9,T,J,1,1,0,4.9
c,r,rr,r,2,3,7,J,J,1,2,0,3.7517482517482517
c,c,c,c,2,6,7,J,Q,2,3,4,0.3346394984326019
rr,rr,r,r,4,5,6,7,9,2,2,3,1.9405594405594404
c,r,rr,c,2,3,6,T,K,1,2,0,1.1531468531468532
c,r,r,r,3,4,5,8,Q,1,2,0,1.8178321678321678
c,r,r,r,3,3,4,9,9,1,2,3,2.297202797202797
c,c,rr,c,9,J,Q,Q,A,1,2,0,2.7051282051282053
c,c,c,c,2,6,9,J,Q,2,22,0,0.8636363636363636
c,r,c,c,7,8,8,J,Q,2,3,3,1.534965034965035
c,r,c,c,3,T,Q,K,A,2,2,3,1.5384615384615383
c,rr,r,r,4,6,7,T,A,1,2,0,1.947902097902098
c,c,c,r,2,3,6,6,J,1,2,3,2.0874125874125875
c,rr,r,c,2,4,Q,Q,K,2,2,0,2.63986013986014
c,c,c,c,2,2,6,7,K,1,2,3,1.0765734265734266
c,c,c,c,4,5,T,J,K,2,3,3,0.9639498432601881
c,c,c,c,6,8,8,Q,A,2,2,0,1.5384615384615383
c,r,c,c,4,5,T,Q,A,2,22,0,1.6115384615384616
c,r,c,r,7,7,8,9,K,1,2,0,2.782051282051282
c,r,r,c,4,6,9,A,A,1,2,3,2.9312354312354314
c,c,c,c,2,2,8,8,J,1,2,0,2.2051282051282053
c,rr,r,c,5,8,9,9,Q,2,2,0,1.611188811188811
c,r,c,r,5,6,7,T,J,1,2,0,1.3010489510489511
r,r,rr,rr,3,5,7,T,T,2,22,0,3.655011655011655
c,rr,r,r,3,3,5,6,Q,2,22,0,2.6013986013986012
c,c,c,c,3,4,6,8,9,1,2,0,0.7547021943573667
c,c,c,r,2,7,8,9,J,1,2,3,0.8652037617554859
c,c,c,c,3,5,5,8,K,2,3,3,1.3062937062937063
c,rr,c,c,2,8,9,T,A,2,2,3,1.605944055944056
c,r,r,c,4,4,8,9,A,2,2,3,2.230769230769231
c,c,r,r,3,5,9,9,T,1,2,0,2.4592074592074593
c,rr,r,c,5,5,5,6,7,1,1,0,6.262820512820513
r,c,r,c,5,6,8,J,Q,1,1,0,1.0412587412587413
c,c,c,c,3,5,J,K,K,2,2,3,1.917832167832168
c,r,rr,c,3,5,7,9,A,1,2,0,1.2954545454545454
c,c,r,c,2,2,3,T,A,2,22,3,1.0762237762237763
c,r,c,c,2,9,T,Q,K,2,22,0,0.5838557993730408
c,r,rr,c,3,4,7,8,T,1,2,0,1.1283216783216783
c,r,c,c,2,2,3,8,9,1,2,0,1.065034965034965
c,r,rr,rr,3,4,9,Q,K,1,2,0,2.8426573426573425
c,r,r,r,4,6,7,T,J,2,2,3,2.5221445221445222
c,r,rr,c,2,5,6,T,A,2,22,3,0.9913793103448276
c,r,r,c,3,4,7,T,A,2,3,4,2.9557109557109555
c,r,r,r,2,5,9,T,A,2,2,0,2.958041958041958
c,r,r,c,5,5,6,J,J,2,2,0,2.511655011655012
c,c,c,c,2,4,T,J,K,1,1,0,0.5101880877742947
c,c,c,c,3,4,6,9,Q,2,22,3,1.344055944055944
c,c,c,c,T,Q,K,K,K,1,2,0,3.909090909090909
c,c,c,c,2,5,J,Q,K,1,2,3,1.3653846153846154
c,r,r,rr,4,6,T,J,Q,2,2,0,1.6730769230769231
c,r,c,c,4,4,5,J,A,1,2,0,1.2272727272727273
c,c,rr,rr,5,6,7,T,K,2,3,3,5.920125293657009
c,c,r,c,4,4,7,8,Q,1,2,3,1.2115384615384615
c,c,r,c,6,8,8,9,K,1,2,3,2.2552447552447554
c,r,r,c,2,3,3,4,8,1,1,0,1.1465034965034966
c,c,c,c,3,3,4,5,6,2,2,3,4.2
c,c,r,rr,7,J,Q,K,K,2,2,0,5.0
c,c,c,c,6,7,T,T,A,1,2,0,1.6783216783216783
c,r,c,c,2,8,T,Q,A,3,3,3,1.226923076923077
c,r,r,c,7,8,8,9,T,2,22,0,2.444055944055944
c,c,rr,c,7,7,9,J,J,1,2,0,6.4423076923076925
c,r,r,r,5,8,K,A,A,1,1,0,2.948717948717949
c,r,r,r,2,9,9,Q,A,2,2,0,2.3333333333333335
c,c,c,c,2,3,3,5,8,1,2,3,1.1524475524475524
c,r,c,c,2,3,4,7,J,1,2,0,0.16379310344827586
c,r,r,c,6,8,T,T,Q,1,2,0,1.6730769230769231
c,c,r,c,2,7,7,T,A,2,3,3,2.9195804195804196
c,r,rr,c,4,4,5,8,9,2,2,0,2.2249417249417247
c,c,c,c,2,2,4,9,K,1,1,0,1.0576923076923077
c,r,r,c,2,4,4,7,Q,2,2,0,2.0745920745920747
c,c,c,c,3,8,9,T,K,2,2,3,1.5902097902097903
c,c,rr,r,7,Q,Q,K,A,2,2,0,2.8461538461538463
c,c,c,c,3,6,9,K,A,1,2,3,0.9067398119122257
c,rr,c,c,2,5,5,9,A,2,22,3,2.128205128205128
c,r,r,c,7,9,9,J,A,2,3,3,1.615034965034965
c,r,c,c,2,4,6,8,K,1,2,0,0.4333855799373041
c,c,c,c,5,5,9,J,J,1,2,3,2.5093240093240095
